review,word_count,text_length,cluster_label
গল্পের মধ্যে গভীরতা কিছুটা কম মনে হয়েছে।,7,40,0
"গল্পের কাঠামো সহজ এবং স্পষ্ট, অত্যধিক জটিল নয়।",8,47,0
কি দারুন একটা মুভি বলে বুঝাতে পারবোনা,7,37,2
"ভিলেন বা বিপরীত চরিত্র সীমিত প্রভাবশালী, তবে প্রয়োজনীয়।",8,57,1
সিনেমাটা সত‍্যিই অসাধারণ।প্রফেসারের ভালোবাসা মধুমন্তিরায়ের প্রতি মাতৃত্বের হওয়া উচিত ছিল।কারণ প্রসেসার ছিল অনাথ। এখানে মাতৃত্বের জয়। সিনেমা না হয়ে যদি এটা বাস্তব হত আমি খুব ব‍্যাথিত হতাম কারণ আমি সেই রকম শ্রোতা বা দর্শক। মন ছুঁয়ে গেল।পরিচালককে অশেষ ধন‍্যবাদ।,45,258,1
"বাংলাদেশি নায়িকা নিশ্চয়ই, কি উচ্চারন, যাত্রা হচ্ছে যেন",8,56,1
গল্পের ধারাবাহিকতা মুগ্ধকর।,3,27,0
"এখানে পূর্ণিমা শাস্তি পেলেও, প্রকৃত অর্থে রিয়াজ ও ইলিয়াস কাঞ্চন সারাজীবন শাস্তি ভোগ করবে। আবার আমরা দর্শকরা এই সিনেমা দেখে কষ্ট পাচ্ছি, এটাও এক রকম শাস্তি।",26,155,1
"সিনেমার দৈর্ঘ্য একটু বেশি মনে হয়েছে, তবে সহ্য করা গেছে।",10,56,0
"অভিনয় স্বাভাবিক, অতিরিক্ত নাটকীয় নয় এবং মোটেও খারাপ নয়।",9,59,0
সিনেমার ব্যাকগ্রাউন্ড স্কোর মাঝারি ছিল।,5,39,0
"ক্লাইম্যাক্স অংশ আকস্মিকভাবে শেষ, কোন প্রভাব নেই.",7,49,1
ভালো গল্প সুন্দর বাংলা সিনেমা।,5,30,2
ছবি হবে চিরকালের জন্য। একটি স্বপ্ন সত্যি হওয়ার অসম্ভব গল্প।,10,60,2
সিফরাকে আমার একবারের জন্যও রোবট মনে হলো না।,8,43,1
বিশ বছর পর আবার দেখলাম।অসম্ভব সুন্দর একটা ছবি। গান আর গল্প বুক দিয়ে যায়,15,73,2
"সিনেমার সাউন্ডট্র্যাক মাঝে মাঝে ভালো ছিল, মাঝে মাঝে সাধারণ।",9,59,0
"গল্পটা শুরু থেকে শেষ পর্যন্ত একই গতি রেখেছিল, টেনশন কম ছিল।",11,59,0
খুব খুব খুব ভালো একটা ছবি দেখলাম দারুণ লাগলো । সত্যি এ ধরনের ছবি R হয়তো পাবোনা । আগের সিনেমা তুলনা হয়না ফাটাফাটি,21,112,2
ওমর সানি কোন নায়ক হলো,5,21,1
গানগুলো এত সুন্দর লেগেছে!,4,25,2
সিনেমার একঘেয়ে অংশগুলো বড় পর্দায় ভালোভাবে ফুটে ওঠেনি।,8,56,0
এগুলা অন্য দেশের কেউ দেখলে লজ্জায় পরে যেতে হবে,9,46,1
সিনেমার ব্যাকগ্রাউন্ড স্কোর অনেক সময় দৃশ্যের সাথে একদম মানায় না।,10,66,0
সিনেমার মধ্যে এমন কিছু নেই যা নিয়ে অনেকক্ষণ ভেবে থাকতে হবে।,11,60,2
"সিনেমাটি দেখে মনে হয়েছে নির্মাতা চেষ্টা করেছেন, তবে সীমিতভাবে।",9,63,0
"গল্পের কাঠামো সহজ, নতুনত্ব সীমিত হলেও একঘেয়ে মনে হয়নি।",9,56,0
"সিনেমার কিছু সংলাপে আবেগ ছিল, কিন্তু তা গভীর হয়নি।",9,50,0
বেচারা ভাই আর মায়ের চোখ অনেকবার দেখেছি,7,39,1
"সিনেমায় অতিরিক্ত কিছু ছিল না, আবার অভাবও লাগেনি।",8,49,0
"গল্পে কোনো বড় টুইস্ট নেই। অভিনয় ঠিক আছে, বিশেষ কিছু মনে রাখার মতো নেই।",14,72,1
শেষ টা ঠিক হল না।,5,17,1
"প্রোডাকশন মান ঠিকঠাক, গল্প সাধারণ। মিউজিক এবং ব্যাকগ্রাউন্ড ভালো মানের।",10,71,0
ব্যাকগ্রাউন্ড মিউজিক গল্পের আবহকে আরও শক্তিশালী করেছে।,7,54,1
আহ্ কতোই না রঙিন ছিল সেই ঊনবিংশ শতাব্দীর ছবি গুলো,10,49,1
মিজু আাহাম্মেদ এর কথা গুলা মজা লাগে,7,35,1
রাগ উঠলো এগুলা দেখে,4,19,1
সিনেমার শুরুর টাইটেল এবং ইন্ট্রো দৃশ্য খুব বেশি সময় নিয়েছে।,10,59,0
বলার ভাষা নেই।শেষের পার্ট দেখে পানিতে চোখ ভেসে গেল।এমন মুভি সবার দেখা উচিত।জীবন পালটে দেওয়ার মত।ধন্যবাদ এমন মুভি উপহার দেওয়ার জন্য,25,130,1
ন্যাকামি ই বেশি,3,15,1
পরিচালক টা কে ভাই! এগুলা কেঊ বানায়!,7,35,1
"সংলাপ এবং অভিনয় গল্পের সাথে মানানসই, খুব নাটকীয় বা অতিরিক্ত প্রভাবশালী নয়।",12,77,0
"ডিরেকশনের স্টাইল ক্লাসিক, আধুনিক কিছু কম।",6,41,0
বাংলা সিনেমার পর্দায় যত সব ছবি নির্মিত হয়েছে- তার মধ্যে বেদের মেয়ে জ্যোৎস্না সবচেয়ে অন্যতম। কালের বিবর্তনে আজ এ-সব ছবি হারিয়ে গেলেও হাজার বছর পরও এসব ছবির বাস্তব অভিনয় সবার হৃদয়ে দাগ কেটে যাবে,35,192,1
"পোস্টার দেখে যতটা আশা করেছিলাম, ততটা আলাদা না, কিন্তু হতাশও নয়।",11,64,0
অ্যাকশন দৃশ্য বাজে এবং প্রয়োজনীয় নয়।,6,39,1
সিনেমাটোগ্রাফি এত ভালো ছিল যে কিছু দৃশ্য স্ক্রিনশট নিয়ে রাখতে ইচ্ছে করছিল।,12,74,0
সিনেমার ভেতর পরিবার ও সম্পর্কের মূল্য খুব ভালোভাবে দেখানো হয়েছে।,10,65,0
অসাধারণ প্রানবন্ত ছবি।,3,22,2
"সিনেমার ডায়লগ গুলো খুব সাধারণ ছিল, তবে কানে লাগেনি।",9,51,0
জসিম ভাই এর অভিনয় খুব ভাল লাগে আর শাবানা ও জসিম অভিনয় খুব সুন্দর আর আমার প্রিয় নায়ক জসিম আমাদের মাঝে কোন দিন পাবো না।,25,118,2
"মুভিটা দেখে সময় নষ্ট হয়েছে এমন না, আবার উপভোগ করেছি তাও না।",12,61,2
সিনেমার প্রথমার্ধ অত্যন্ত ধীরগতির এবং একঘেয়ে।,6,46,0
"চরিত্রদের আবেগ প্রকাশ বড়ো আকারের নয়, বরং বাস্তবসম্মত।",8,55,0
"রোমান্স অংশ হালকা, দর্শককে বিরক্ত করে না।",7,41,0
অনেক ধন্যবাদ এমন পরিচালক প্রযোজকদের যারা এখনও বাণিজ্যিক সিনেমার লাভের আশা না করে এমন বাস্তবধর্মী সিনেমা তৈরি করেন।,18,114,2
"সিনেমার সাউন্ড কোয়ালিটি ঠিক ছিল, তবুও ইমপ্যাক্ট কম।",8,52,0
শেষ টা সত্যি খুব অসাধারণ ছিলো,6,29,2
পুরো সিনেমা দেখার পর মন শান্তি এবং তৃপ্তি অনুভব করে।,10,52,2
আগের মুভিগুলো কতো সুন্দর ছিল আর এইগুলা ফাতরা মুভি,9,49,2
"সিনেমার শুরুতে বড় কোনো চমক নেই, তবে স্টোরি লাইন বজায় রাখা হয়েছে।",12,67,0
সিনেমার সেট ডিজাইন একেবারে পেশাদার।,5,35,0
ধুর। কে দেখে এইসব সিনেমা,5,24,2
ক্রিঞ্জের ঠেলায় মরে যাচ্ছি,4,26,1
অসাধারণ জয়া আহসান.. টোটা রায়চৌধুরী... আবীর চট্টোপাধ্যায় আর সেরা লেগেছে কৌশিক গাঙ্গুলীকে,12,87,1
এখানে হিরো আলম কি হিসেবে অভিনয় করলো কিছু বুঝলাম না,10,50,1
লোকেশনগুলো সুন্দর হলেও গল্প এত খারাপ যে উপভোগ করা যায় না।,11,58,0
"ফ্যামিলির সবাই মিলে দেখার মতো সুন্দর একটি সিনেমা। কোনো অতিরঞ্জন নেই, একদম পরিপাটি।",13,82,2
সিনেমার বাজেট কম মনে হলেও সেটা অতটা চোখে পড়েনি।,9,48,0
অপুকে আর তার অবিনয় একটিও ভালো না,7,32,1
পরিচালক ঝুঁকি না নিয়ে সেফ স্টাইলে সিনেমা বানিয়েছেন বলে মনে হয়েছে।,11,68,1
"সিনেমার টোন পুরোটা সময় ধরে একরকম ছিল, কিছুটা একঘেয়ে মনে হলেও সহনীয়।",12,68,0
"সিনেমার গল্প সহজ হলেও ভেতরে আবেগের গভীরতা ছিল, যা দর্শককে ছুঁয়েছে।",11,67,0
"ক্লাইম্যাক্স যথাযথ, তবে খুব চমকপ্রদ নয়।",6,40,1
গল্পের ধারা মাঝে মাঝে ধীর মনে হয়।,7,34,0
"গল্পে ছোটখাটো অসঙ্গতি ছিল, কিন্তু গড়পড়তা গল্পে মানায়।",8,53,0
গল্পের বড় বড় লজিক্যাল গ্যাপ বাকি সব নষ্ট করে দিয়েছে।,10,55,1
"সিনেমা দেখতে দেখতে ঘুম পায়নি, আবার খুব মনোযোগও লাগেনি।",9,54,2
রজতাভ দত্তের টিম ছাড়া বাকি সব নিম্নমানের অভিনয়।,8,47,1
"অভিনয় ভালো ছিল, কিন্তু গল্পে টান ছিল না।",8,41,0
রুচির দুর্ভিক্ষ এখন সিনেমায় জায়গা পেয়েছে,6,43,1
"গল্পের বার্তা বোঝা সহজ, দর্শক কোনো জটিলতা অনুভব করে না।",10,55,0
না। অদের দারা কপি ছাড়া কিছু চলে না,8,34,1
সিনেমায় বড় কোনো ভুল চোখে পড়েনি।,6,34,2
মুভিটা অনেক ভালো লেগেছে। তবে এই প্রথম আনোয়ার সাহেবকে বড়লোকের অভিনয় করতে দেখলাম।,13,79,2
অপূর্ব সুন্দর লাগলো মুভিটা।,4,27,2
মেঘের নৌকা গানটা অনেক সুন্দর,5,28,1
পাগলা ছবি কে বানাইছে,4,20,1
"গল্পে বিশেষ চমক ছিল না, তবে যুক্তিসংগত ছিল।",8,43,0
"আমার জীবনে দেখা সেরা সিনেমাগুলির মধ্যে এটি একটি, এবং চোখের জল ধরে রাখা কঠিন",14,75,2
অনেক দৃশ্যে সাউন্ড ডিজাইন বিরক্তিকর।,5,36,0
ভারতের আসাম রাজ্যের রাজমিতা গ্রাম থেকে আমরা বলছিলাম যে বাংলাদেশের এই ছবিগুলো অনেক জনপ্রিয়তা পেয়েছে।,15,101,2
বাংলা ছবির কথা মনে হলেই খারাপ তবে মান্নার কথা মনে পড়লে ছবির মতো ভালো কিছু নেই এত সুন্দর অভিনয় আর পৃথিবীতে করতে পারে না,24,120,1
"ছবিটা অনেক বেশি সুন্দর হয়েছে, এখন আর পুরান চাওলে বাতে, ধন্যবাদ পরিচালকের মতো কথা নেই।",15,86,2
"ছবির মাঝে কোথাও এক্সাইটমেন্ট ছিল না, আবার একঘেয়েও না।",9,53,0
"সিনেমার সংলাপ বাস্তবভিত্তিক, কিন্তু মনে রাখার মতো না।",8,53,0
"সিনেমা দেখার পর একটাই উপলব্ধি সবার প্রিয় ফেলুদা একদম সঠিক ব্যক্তির হাতেই সুরক্ষিত রয়েছে, ধন্যবাদ পরিচালক সন্দীপ রায়কে।",18,118,1
"সিনেমা দেখে মন খারাপ হয়নি, আবার খুব ভালোও লাগেনি।",9,49,2
সেট ডিজাইন গল্পের সাথে মানায়নি।,5,32,0
"পারফরম্যান্স ভাল ছিল, কিছু স্ট্যান্ড আউট.",6,41,1
"সিনেমার সবচেয়ে ভালো দিক হলো এর সাবলীল স্টোরিটেলিং। কোনো অংশ টেনে লম্বা করা হয়নি, আবার কোনো অংশ তাড়াহুড়া করে শেষও করা হয়নি। পুরোটা সময় গল্পের সাথে যুক্ত থাকতে পারি।",29,163,0
গল্পে বড় কোনো ভুল না থাকলেও খুব শক্তও মনে হয়নি।,10,49,0
সিনেমার গল্প খুবই ছিমছাম এবং অপ্রাণ। কোনো দৃশ্যের আবেগ বাস্তব মনে হয়নি।,12,71,0
"সিনেমা সংযমী এবং ভারসাম্যপূর্ণ, অতিরিক্ত উত্তেজনা বা আবেগ নেই।",9,62,0
এটা একটা সিনেমা হলো?,4,20,2
গল্পে কিছু যৌক্তিক ফাঁক আছে কিন্তু খুব একটা বিরক্তিকর নয়।,10,58,0
"গল্পের লজিক মোটামুটি ঠিক আছে, কোনো বড় ফাঁক বা অসঙ্গতি নেই, যা পুরো সিনেমাকে বাস্তবসম্মত করেছে।",16,95,0
"হিরো ও হিরোইনের সম্পর্ক সহজ এবং স্বাভাবিকভাবে উপস্থাপিত হয়েছে, অতিরিক্ত নাটকীয়তা নেই, যা পুরো গল্পকে ভারসাম্যপূর্ণ করে।",17,121,0
পটভূমির দৃশ্য গড়পড়তা ছিল।,4,27,1
হাজার বছর ধরে আমার দেখা বাংলাদেশের শ্রেষ্ঠ সিনেমা আবহমান বাংলার রূপবৈচিত্র গ্রামীণ জীবন সবকিছু ফুটে উঠেছিলো এই সিনেমায়,18,118,2
"সিনেমা আর নাটক এর মধ্যে অনেক পার্থক্য,,, ছাগলামি করলেই কমিডি হয় না।। তোরা শিক্ষা নে হিন্দি কমিডি ছবি গুলো দেখে।",20,112,2
"সিনেমার গল্পটা আগেই বোঝা যায় এমন ছিল, কিন্তু দেখে বিরক্তি আসেনি।",11,65,0
পারিবারিক ছবি দেখার জন্য একটি ছবি।,6,34,2
এক কথায় অসাধারণ। ছবির নামকরণ এমন একটি জায়গায় এসে থামবে ভাবতেও পারিনি। ছবির সকল কলা কুশলিদেরকে ধন্যবাদ এমন একটি অনবদ্য ছবি উপহার দেয়ার জন্যে।,24,140,2
দৃশ্যগুলোর মধ্যে ট্রানজিশন খুব কাঁচা মনে হয়েছে।,7,48,1
বাংলার আসল রুপ সত্যিকারের ছবি হচ্ছে এগুলা বেঁচে থাকুক এই ছবিগুলি যুগযুগান্তরে।,12,78,1
ছবি তো সুন্দর প্রশংসনীয়,4,24,2
গানগুলো খুব মনে রাখার মতো না হলেও প্রাসঙ্গিক ছিল।,9,49,0
"অভিনয় ছিল স্বাভাবিক, কোনো অতিরঞ্জন ছিল না।",7,42,0
ভালো লাগ্লো না।,3,15,1
অনেক সুন্দর একটা গল্প ভালো লাগলো,6,32,2
এই ছবি দেখার সম্ভব না আগের মতো ছবি আর কোনো দিন হবে না এর চেয়ে সাধারণ বাংলা নাটক দেখা অনেক ভালো লাগে,22,100,2
চরিত্রগুলোর আবেগ বাস্তবসম্মত এবং দর্শকের সাথে পুরোপুরি সংযুক্ত।,8,63,0
শাকিব খানের মুভি দেখে খুব ভালো লাগলো,7,36,2
খুব সুন্দর স্নুপিং..প্রথমবার দেখলাম..এবং আমি 90 শতকের..কিন্তু আমি এত সুন্দর স্নুপিং মিস করছিলাম।,16,96,2
সিনেমা খুবই আনন্দদায়ক।,3,23,2
সিনেমার অন্তরঙ্গ দৃশ্য কম ছিল।,5,30,0
আমার লাভ লস নাই জিবনটাই লস,6,26,1
সিনেমার চরিত্রগুলো ঠিকঠাক ছিল।,4,30,0
কি সব সিনেমা বানাচ্ছে,4,21,2
ঋতুপর্ণার অভিনয় অনবদ্য। অবশ্যই সবাই ভালো অভিনয় করেছে।,8,55,1
আমি এই মুভিটি বারবার দেখেছি এবং এটি আরও অনেকবার দেখব যা আমি এটি পছন্দ করি,15,73,2
"সিনেমার পোস্টার দেখে যেমনটা ভেবেছিলাম, কিছুটা হয়েছে।",7,53,2
গৌতম ঘোষ এর মুভি আসলেই অসাধারণ,6,30,2
"কিছু দৃশ্য মনে রেখে যায়, কিছু দ্রুত ভুলে যায়, পুরো অভিজ্ঞতা নিরপেক্ষ।",12,71,0
"আমি হতবাক হয়ে গেছি,বাংলা মুভি এত সুন্দর ছিল আমাদের,কে বলবে এটা সিনেমা,এটা বাস্তব জিবন এ হারিয়ে গেলাম,কত সহজ সরল ছিল আগের মানুষগুলা,",26,131,2
"অভিনয় ঠিক আছে, কিন্তু মনে রাখার মতো কিছু নেই।",9,46,0
সিনেমা দেখে মনটা ভালো হয়ে গেল।,6,30,2
সিনেমার অনেক ঘটনা যুক্তিসঙ্গত মনে হয়নি।,6,40,0
"শাকিব খানের মুভি মানে হয় নায়িকা বড় হবে আর শাকিব খান গরীব হবেন না শাকিব খান বড় হবেন আর নায়িকা গরীব হবেন।ভাই, এই ধরনের গল্প আর কতদিন চলবে",29,140,1
সিনেমার ক্যারেক্টার arc ছিল খুবই সরল।,6,37,0
"জীবনে কোন ছবি দেখলে এই ছবির মত আর কোন ছবি পাবো না,,,,, পৃথিবীর ইতিহাসে এটাই সেরা ছবি, পৃথিবীতে এর চেয়ে ভালো ছবি আর হবে না।",25,123,2
টাইটেল ট্র্যাক ভালো লাগলেও অন্যান্য গান খুব সাধারণ।,8,51,0
গরিবের ভাই আর মায়ের চোখ চবি অনেক বার দেখছি সেরা চবি,11,51,1
গাঁজা খোরি ছবি,3,14,1
"গানগুলি খুব আকর্ষণীয় নয়, এবং খুব বিরক্তিকরও নয় - এটি শুনতে ঠিক আছে৷",12,70,0
এই ছবি টা যৌতুক নিয়ে খুব ভালো উপস্থাপন করেছেন তাদের কাছে আমরা কৃতজ্ঞ,13,68,2
যারা এই সিনেমাটি তৈরি করেছেন এবং যারা অভিনয় করেছেন তাদের অনেক ধন্যবাদ। রক্তের সম্পর্কহীন মানুষের জন্য সমাজের এই বার্তাটি প্রয়োজন।,20,131,2
সিনেমার শেষটা চমকপ্রদ না হলেও স্বাভাবিক মনে হয়েছে।,8,51,0
মুভির কিছু দৃশ্য সহজেই ভোলা যায়।,6,33,0
"আমি যখন ছোট ছিলাম, তখন পুরো পরিবারকে একসঙ্গে ঢাকা এশিয়া সিনেমা হলে দেখতাম।আজ আবার দেখলাম।মনে হচ্ছে আমি আবার আমার শৈশবে।এটি একটি খুব সুন্দর সিনেমা.",27,147,2
গল্পের ধারাবাহিকতা ঠিকভাবে ধরে রাখা হয়েছে।,6,43,0
বাংলা চলচ্চিত্রে আজ পর্যন্ত এমন কিংবদন্তি চলচ্চিত্র কেউ করতে পারেনি,10,67,1
"সিনেমার সিনেমাটোগ্রাফি ঠিকঠাক ছিল, বিশেষ কিছু চোখে পড়ে না।",9,58,0
"সিনেমার সংলাপগুলো ছিল স্বাভাবিক, কোনো বিশেষ ছন্দ বা গভীরতা ছাড়াই।",10,66,0
"সিনেমার গ্রাফিক্স একদম গড় মানের — খুব খারাপ না, খুব ভালোও না।",11,61,0
মন চাইলো পরিচালককে মুভি সম্পর্কে জানাই,6,38,1
"সিনেমার মেসেজ খুব বেশি স্পষ্ট ছিল না, তবে বোঝা গেছে।",10,52,0
"বাহ কি সুন্দর যুগ এলো জনপ্রিয়তা থাকলেই নায়ক,,, সে হোক জেলে কিংবা অবসরপ্রাপ্ত কোন মুচি সেও বলবে আমি তো সারা জীবন হাজার মানুষের সেবা করেছি তাই আমার মুভি চলবে, আসলে যার কাজ তার সেটা করা উচিত",36,187,1
দর্শকদের ধৈর্যের পরীক্ষা ছাড়া আর কিছুই নয়।,7,44,1
মুভিতে একটা দারুন মেসেজ ছিল। দেখার পর ভালো লাগলো।,9,49,2
সত্যি চোখের পানি ধরে রাখতে পারলাম না,7,36,1
সিনেমার শুরু বা শেষের কোনো বড়ো চমক নেই।,8,40,0
"সিনেমার পরিবেশ ভালো ছিল, শব্দ মাঝেমাঝে স্পষ্ট না।",8,49,0
কি আর বলবো।বলার ভাষা নেই,6,24,1
এটা কি ছিল। মুভি নাকি ছাগ্লামি,6,30,2
এই মুভিতে দুইটি পরিবারের মধ্যে ঝগড়া ও বিবাদ নয় সম্পর্ক গড়ে তোলা উচিত। সুন্দর একটি মুভি সবাই দেখবেন প্লিজ।,19,108,2
"চরিত্রগুলোর মধ্যে বোঝাপড়াটা পরিষ্কার ছিল, কিন্তু অভিনয়ে বিশেষ দক্ষতার ছাপ পড়েনি। সিনেমা দেখা শেষে মাঝারি রকম অনুভূতি কাজ করেছে।",19,127,0
"সিনেমার থিম সাদামাটা, উপস্থাপন ছিল ভালো।",6,40,0
মোটিভেশন মুলুক কোনো কথা নেই। খালি নাটকীয় কথা যত সম্পূর্ণ ছবিতে।,11,64,1
"গল্পের প্রবাহ স্বাভাবিক ছিল, বড় কোনো চমক ছিল না।",9,49,0
"সুস্থ সমাজ সুস্থ বিনোদনের উত্তম মাধ্যম ছিলো, এই মুভিগুলো পরিবারের সবাইকে নিয়ে দেখা হতো সাদাকালো টিভিতে , চোখে জ্ল আসা বাধ্যতামূলক ছিলো",21,134,1
"সিনেমাটি দেখার পর মনে হলো গল্পটি যেন খুব তাড়াহুড়ো করে লেখা—একটা দৃশ্য আরেকটার সাথে কোনোভাবে মিলছে না, আর চরিত্রদের উদ্দেশ্য বোঝা আরও কঠিন।",24,140,0
পারিবারিক ছবির মধ্যে ওয়ান অফ দ্য বেস্ট।,7,39,1
"গল্প সরল, বিশেষ কোনো টুইস্ট নেই। সংলাপ সাধারণ, ভিজ্যুয়াল ঠিক আছে। মোটামুটি দেখার মতো।",14,86,0
চরিত্রগুলোর আবেগিক দিকগুলো খুব গভীরে যায়নি।,6,43,0
"এটি আমার দেখা সেরা বাংলা সিনেমা। আমি ভাবিনি যে তারা অভিনয় করছে। এটি একটি সিনেমা নয়, এটি সেই সময়ের একটি বাস্তব ছবি।",22,117,2
"ইতিহাসের সেরা ছবি সেরা নায়ক মান্না, যে ছবির কখনো মৃত্য নেই।",11,59,2
এ রকম ছিনেমা করলে মানুষ কিছু শিক্ষা পাবে। এটা একটা অসাধারণ ছিনেমা। এই ছিনেমার পরিচালক কে অনেক ধন্যবাদ,18,101,2
খুব সুন্দর হয়েছে অহংকার মুভিঢা।,5,31,2
এডিটিং আর স্ক্রিপ্টিং খুব পরিপাটি ছিল। কোথাও অযথা দীর্ঘ মনে হয়নি।,11,65,1
চরিত্রগুলোর অভিনয় বাস্তব এবং প্রাকৃতিক।,5,40,0
কিছু সিকোয়েন্স সুন্দরভাবে শুট করা হলেও কিছুটা তাড়াহুড়ো মনে হয়েছে।,10,69,1
গল্পের শক্তি না থাকায় অভিনয়ও ফিকে লেগেছে।,7,43,0
"পরাণ,রজতাভ,কাঞ্চন,বিশ্বনাথ--এরা এই ধরণের ছবিতে অভিনয় করলেন?আর সুজিত গুহ এর পরিচালনা করলেন?ভাবা যায় না|নাকি এর কোন পাইরেসি হয়েছে?এমন করলে তো বাংলা সিনেমার প্রতি আগ্রহ কমে যাবে!",33,175,1
শেষটা সহ্য করার মতো ছিলো না। মানুষের জীবন আসলেই অনেক ভয়ংক,11,57,1
"মৌসুমী, খায়রন সুন্দরীর মত গ্রাম বাংলা সিনেমা কেউ করতে পারবে না অনেক ভালো সিনেমা।",14,81,1
"গল্প নেই, অভিনয় নেই, গান নেই, ভালো দৃশ্য নেই, হায়রে সিনেমা",11,60,2
এতো দিন ছবির নামটাই শুনে আসছি কিন্তু কখনো দেখা হয় নি।আজকে হঠাৎ মনে হলো ছবিটা দেখি। ইতিহাসের সেরা একটা সিনেমা হয়ে থাকবে এটা,24,122,2
বাংলা সিনেমা দেখার শখ মিটে গেল।,6,31,2
সিনেমায় কোনো খামতি খুঁজে পাইনি।,5,31,2
এটা কি সিনামা না কি য়াতরা,6,25,1
ব্যাকগ্রাউন্ড স্কোর এত বেমানান যে সিরিয়াস দৃশ্যও কৌতুক লাগছে।,9,62,1
দারুন লাগলো সাবানা আপু মেয়েদের জন্য অনেক শিক্ষা রেখে গেছেন,10,59,1
"তামিল চবি থেকে সিকতে হবে,,কেমনে ফিল্ম করে,, বাংলার নায়ক শুধু মার হায়,,শুধু রুবেলের চবিতে,, রুবেল মার হায় কম,, মারে বিশি",22,119,1
চরিত্রগুলো যতটা গভীর হওয়ার দরকার ছিল ততটা গভীর ছিল না।,10,55,0
"অভিনয় খারাপ না, কিন্তু খুব ভালোও না।",7,37,0
"সিনেমার ক্লাইম্যাক্স স্বাভাবিক, খুব চমকপ্রদ নয়। প্রোডাকশন মান ঠিক।",9,67,0
গানগুলো এত হঠাৎ আসে যে গল্পের গতি বিঘ্নিত হয়।,9,46,0
বাংলাদেশে আর কোন এই রকম একটা ছবিও কেও করতে পারবে না সেরার উপরে সেরা অভিনয় প্রতিটা সেকেন্ড কান্না করিয়ে ফেলে এই অভিনয়। সর্ব কালের সেরা মুভি,26,141,1
গল্পটা খুবই ইউনিক ছিল।,4,22,0
ইতিহাসের মাঝে হারিয়ে যাবেন কনফার্ম। মজার ইনফরমেশন হচ্ছে এই মুভিটি পরিচালনা করেছেন বিখ্যাত হলিউড অভিনেত্রী এঞ্জেলিনা জোলি,17,120,1
ভিডিওগ্রাফিতে আপডেট আনা দরকার,4,29,1
কিছু দৃশ্য ভালো হলেও সামগ্রিকভাবে মনে রাখার মতো না।,9,51,0
সিনেমার মিউজিক গল্পের সাথে মিলছে না।,6,36,0
অনেক দিন পর এই বাংলা সিনেমা দেখে আমি বাঙালি ভেবেই গর্ব হচ্ছে,12,60,2
"গল্প সরল, ভিজ্যুয়াল ভালো, মিউজিক সাধারণ। মোটামুটি দেখার মতো।",9,61,0
"গল্পের গতি মাঝেমাঝে থেমে গিয়েছিল, তবুও বিরক্ত লাগেনি।",8,53,0
গল্পের শুরু থেকে শেষ পর্যন্ত হঠাৎ কোনো আবেগী ধাক্কা নেই।,10,56,0
"গল্পের লজিক্যাল ফাঁক নেই, সব কিছু সহজবোধ্য।",7,43,0
উত্তম কুমার সিনেমা চিরস্মরণীয়।,4,31,1
সিনেমার ক্লাইম্যাক্সে চমক না থাকলেও সাসপেন্স ছিল।,7,49,0
কি তাদের হিরো করে তোলে?,5,23,1
"সময় কাটানোর জন্য ভালো, গভীর ভাবনার জন্য নয়।",8,43,1
আবেগ তৈরি করতে গিয়ে সিনেমা অতিরিক্ত নাটকীয় হয়ে গেছে।,9,55,0
"বিচ্ছিরি সিনেমা। সত্যজিৎ রায় লেখা, এভাবে অপব্যবহার হবে সত্যিই দুঃখজনক। না?",11,75,1
আমি আমার জীবনে একটি সিনেমা দেখেছি যেন আমি বাস্তব দেখেছি কিন্তু দুঃখের বিষয় হল জল্লাদ কল,16,88,2
সিনেমা দেখা খুব একটা উত্তেজনা তৈরি করে না।,8,42,0
"সিনেমাটি একবার দেখা যায়, দ্বিতীয়বার দেখা প্রয়োজন বলে মনে হয়নি।",10,62,2
পুরো সিনেমায় মিশ্র অনুভূতি রয়েছে।,5,35,0
চরিত্রগুলির অভিব্যক্তিগুলি এতটাই বাস্তব ছিল যে মনে হয়েছিল যে আমি আমার নিজের পরিবারকে দেখছি।,14,92,0
অত্যন্ত মিষ্টিমধুর ছবি! অভিনয়ে প্রত্যেকে যে কোনো মাপকাঠির বাইরে! মন ভরপুর হয়ে গেছে!,13,83,1
"এই মুভিটা কারো কাছে ভালো লাগতে পারে, কারো নাও লাগতে পারে।",11,57,2
"গানগুলোর কথা মনে নেই, কিন্তু গল্পের সাথে মানানসই।",8,49,0
"মুভিতে মিউজিক ছিল, কিন্তু খুব আকর্ষণীয় ছিল না।",8,47,0
আজগুবি চিন্তাভাবনার মুভি,3,24,1
এর থেকে ভালো মুভি আমি নিজে বানাতে পারি,8,38,2
ফকিরের মুভি। ক্ষ্যাত,3,20,1
ছবিটা খুব সুন্দর।বাঙালি মেয়েদের যে স্বামীর সব কষ্ট সত্ত্বেও স্বামীর হাত ছাড়তে হয় না তা শাবানা ম্যামের ছবি দেখলেই বোঝা যায়।,22,126,2
"সিনেমায় খুব বেশি ক্যারেক্টার ছিল না, যা ভালো লেগেছে।",9,53,0
সিনেমার ব্যাকগ্রাউন্ড স্কোর মাঝে মাঝে মনযোগ টেনেছে।,7,51,0
